mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.10361329714457194,0.0009564990159505091,0.014037370681762695,0.00011251184690273386,bootstrap,gini,5,sqrt,5,5,11,70,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 5, 'min_samples_split': 11, 'n_estimators': 70}",0.8026905829596412,0.820627802690583,0.8063063063063063,0.8098748973188435,0.007745411298745111,923
0.12367669741312663,0.002539201896755367,0.0171511967976888,0.00027525142435373614,bootstrap,gini,5,sqrt,5,5,11,90,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 5, 'min_samples_split': 11, 'n_estimators': 90}",0.8161434977578476,0.8430493273542601,0.7972972972972973,0.8188300408031349,0.018774543025667213,717
0.016288042068481445,0.00046901017062879425,0.0031862258911132812,0.00027243896750024486,bootstrap,gini,5,sqrt,5,9,2,10,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 2, 'n_estimators': 10}",0.8026905829596412,0.820627802690583,0.7882882882882883,0.8038688913128375,0.01322881591767167,1024
0.04353864987691244,0.0004429354510617415,0.006992896397908528,1.5011327197656473e-05,bootstrap,gini,5,sqrt,5,9,2,30,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 2, 'n_estimators': 30}",0.7982062780269058,0.8295964125560538,0.8243243243243243,0.8173756716357614,0.01372462427121917,733
0.07459775606791179,0.0006467898479219572,0.011635144551595053,0.00046957212856059156,bootstrap,gini,5,sqrt,5,9,2,50,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 2, 'n_estimators': 50}",0.8026905829596412,0.820627802690583,0.7702702702702703,0.7978628853068316,0.02083986990259968,1063
0.10427371660868327,0.002085853829320525,0.015304168065388998,0.0009484638555950836,bootstrap,gini,5,sqrt,5,9,2,70,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 2, 'n_estimators': 70}",0.8071748878923767,0.8251121076233184,0.8018018018018018,0.8113629324391657,0.009966523205798312,900
0.1331007480621338,0.0017693515184502974,0.017611026763916016,0.00046177105881546257,bootstrap,gini,5,sqrt,5,9,2,90,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 2, 'n_estimators': 90}",0.8071748878923767,0.8295964125560538,0.7882882882882883,0.808353196245573,0.016884541066938454,964
0.017139991124471027,0.00028235822390508737,0.003668626149495443,0.0004757798844887356,bootstrap,gini,5,sqrt,5,9,5,10,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 10}",0.8071748878923767,0.820627802690583,0.7927927927927928,0.8068651611252508,0.011365705492261218,984
0.04454612731933594,0.00046934988872505566,0.00764775276184082,0.00046951614463659703,bootstrap,gini,5,sqrt,5,9,5,30,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 30}",0.7982062780269058,0.8251121076233184,0.8063063063063063,0.8098748973188435,0.01127037556099676,923
0.07093199094136556,0.0013348963248450967,0.010969082514444986,0.0008273090416833893,bootstrap,gini,5,sqrt,5,9,5,50,"{'bootstrap': 'bootstrap', 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 50}",0.7982062780269058,0.8295964125560538,0.7882882882882883,0.8053636596237493,0.017607032044468545,1003
